Cytokine,Cohort 1,Cohort 2,P-Value,Sex Counts Cohort 1,Sex Counts Cohort 2,Mean Cohort 1,Mean Cohort 2,P-Value Adjusted,Significant
IFNα2.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IFNα2.N,SHIVERS,PICFLU,1.8240239467895123e-11,{},{},4.342945178152237e-11,0.5999481009560673,4.085813640808507e-08,True
IFNα2.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
IFNα2.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
IFNα2.N,SHIVERS,Hopkins,2.1163016101264116e-08,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.3179544509073326,4.740515606683162e-05,True
IFNα2.N,SHIVERS,FLU09,4.603599332389961e-37,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.8557044807842937,1.0312062504553514e-33,True
IFNα2.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IFNα2.N,PICFLU,Nicaragua,1.7600966513639564e-43,{},{},0.5999481009560673,4.342945178152238e-11,3.942616499055262e-40,True
IFNα2.N,PICFLU,Memphis,6.1695680518533595e-143,{},{},0.5999481009560673,4.342945178152236e-11,1.3819832436151526e-139,True
IFNα2.N,PICFLU,Hopkins,5.314694293434488e-06,{},"{'Female': 146, 'Male': 106}",0.5999481009560673,0.3179544509073326,0.011904915217293253,True
IFNα2.N,PICFLU,FLU09,1.9236853341235073e-05,{},"{'Female': 194, 'Male': 114}",0.5999481009560673,0.8557044807842937,0.043090551484366565,True
IFNα2.N,PICFLU,,,{},{},0.5999481009560673,,,False
IFNα2.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IFNα2.N,Nicaragua,Hopkins,1.9243136236546826e-31,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.3179544509073326,4.3104625169864895e-28,True
IFNα2.N,Nicaragua,FLU09,4.199897014136969e-130,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.8557044807842937,9.407769311666811e-127,True
IFNα2.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IFNα2.N,Memphis,Hopkins,2.8159599280427524e-103,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.3179544509073326,6.307750238815766e-100,True
IFNα2.N,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.8557044807842937,0.0,True
IFNα2.N,Memphis,,,{},{},4.342945178152236e-11,,,False
IFNα2.N,Hopkins,FLU09,2.6547996167088386e-28,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.3179544509073326,0.8557044807842937,5.9467511414277985e-25,True
IFNα2.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.3179544509073326,,,False
IFNα2.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.8557044807842937,,,False
IFNα2.P,Taiwan,SHIVERS,3.2126847938856302e-106,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.9568347820699026,7.196413938303812e-103,True
IFNα2.P,Taiwan,PICFLU,2.4847666510304694e-77,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.9101679811519114,5.5658772983082515e-74,True
IFNα2.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
IFNα2.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
IFNα2.P,Taiwan,Hopkins,2.9735446590924936e-17,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.5239730856204915,6.660740036367185e-14,True
IFNα2.P,Taiwan,FLU09,1.1249475083185342e-44,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.8423806262613002,2.519882418633517e-41,True
IFNα2.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IFNα2.P,SHIVERS,PICFLU,0.45990943339842694,{},{},0.9568347820699026,0.9101679811519114,1.0,False
IFNα2.P,SHIVERS,Nicaragua,1.0089875781138709e-199,{},{},0.9568347820699026,4.342945178152238e-11,2.2601321749750707e-196,True
IFNα2.P,SHIVERS,Memphis,0.0,{},{},0.9568347820699026,4.342945178152236e-11,0.0,True
IFNα2.P,SHIVERS,Hopkins,3.2661272839639946e-06,{},"{'Female': 146, 'Male': 106}",0.9568347820699026,0.5239730856204915,0.007316125116079348,True
IFNα2.P,SHIVERS,FLU09,0.17011785102185845,{},"{'Female': 194, 'Male': 114}",0.9568347820699026,0.8423806262613002,1.0,False
IFNα2.P,SHIVERS,,,{},{},0.9568347820699026,,,False
IFNα2.P,PICFLU,Nicaragua,5.806587922864427e-142,{},{},0.9101679811519114,4.342945178152238e-11,1.3006756947216317e-138,True
IFNα2.P,PICFLU,Memphis,0.0,{},{},0.9101679811519114,4.342945178152236e-11,0.0,True
IFNα2.P,PICFLU,Hopkins,5.677952116628185e-09,{},"{'Female': 146, 'Male': 106}",0.9101679811519114,0.5239730856204915,1.2718612741247135e-05,True
IFNα2.P,PICFLU,FLU09,0.2523884679223679,{},"{'Female': 194, 'Male': 114}",0.9101679811519114,0.8423806262613002,1.0,False
IFNα2.P,PICFLU,,,{},{},0.9101679811519114,,,False
IFNα2.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IFNα2.P,Nicaragua,Hopkins,3.5432529787055026e-33,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.5239730856204915,7.936886672300326e-30,True
IFNα2.P,Nicaragua,FLU09,2.071089464943349e-84,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.8423806262613002,4.639240401473101e-81,True
IFNα2.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IFNα2.P,Memphis,Hopkins,5.5945433690850675e-109,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.5239730856204915,1.2531777146750552e-105,True
IFNα2.P,Memphis,FLU09,8.817703341331614e-268,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.8423806262613002,1.9751655484582816e-264,True
IFNα2.P,Memphis,,,{},{},4.342945178152236e-11,,,False
IFNα2.P,Hopkins,FLU09,2.282726168583441e-06,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.5239730856204915,0.8423806262613002,0.005113306617626909,True
IFNα2.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.5239730856204915,,,False
IFNα2.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.8423806262613002,,,False
IFNγ.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
IFNγ.N,Taiwan,PICFLU,2.715547343838299e-20,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.6334998172582527,6.082826050197789e-17,True
IFNγ.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
IFNγ.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
IFNγ.N,Taiwan,Hopkins,1.4807337240619976e-12,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.18524465837458126,3.3168435418988745e-09,True
IFNγ.N,Taiwan,FLU09,2.939801855893423e-79,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6457686850902312,6.585156157201267e-76,True
IFNγ.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IFNγ.N,SHIVERS,PICFLU,2.459815041711786e-10,{},{},4.342945178152237e-11,0.6334998172582527,5.509985693434401e-07,True
IFNγ.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
IFNγ.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
IFNγ.N,SHIVERS,Hopkins,1.4844249194419403e-06,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.18524465837458126,0.003325111819549946,True
IFNγ.N,SHIVERS,FLU09,6.546022132276555e-42,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6457686850902312,1.4663089576299482e-38,True
IFNγ.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IFNγ.N,PICFLU,Nicaragua,4.287594777609621e-39,{},{},0.6334998172582527,4.342945178152238e-11,9.604212301845551e-36,True
IFNγ.N,PICFLU,Memphis,1.1421508953864437e-128,{},{},0.6334998172582527,4.342945178152236e-11,2.558418005665634e-125,True
IFNγ.N,PICFLU,Hopkins,1.3582010998038734e-12,{},"{'Female': 146, 'Male': 106}",0.6334998172582527,0.18524465837458126,3.0423704635606764e-09,True
IFNγ.N,PICFLU,FLU09,0.8318218276012371,{},"{'Female': 194, 'Male': 114}",0.6334998172582527,0.6457686850902312,1.0,False
IFNγ.N,PICFLU,,,{},{},0.6334998172582527,,,False
IFNγ.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IFNγ.N,Nicaragua,Hopkins,5.724138179507949e-24,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.18524465837458126,1.2822069522097805e-20,True
IFNγ.N,Nicaragua,FLU09,2.2781560555365027e-144,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.6457686850902312,5.103069564401766e-141,True
IFNγ.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IFNγ.N,Memphis,Hopkins,1.68547187524834e-78,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.18524465837458126,3.7754570005562814e-75,True
IFNγ.N,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.6457686850902312,0.0,True
IFNγ.N,Memphis,,,{},{},4.342945178152236e-11,,,False
IFNγ.N,Hopkins,FLU09,1.7718319120010693e-40,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.18524465837458126,0.6457686850902312,3.968903482882395e-37,True
IFNγ.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.18524465837458126,,,False
IFNγ.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.6457686850902312,,,False
IFNγ.P,Taiwan,SHIVERS,3.618995416947215e-63,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.537936458983741,8.106549733961761e-60,True
IFNγ.P,Taiwan,PICFLU,6.360969061411682e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.6957708606773324,1.4248570697562168e-37,True
IFNγ.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
IFNγ.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
IFNγ.P,Taiwan,Hopkins,3.297931000793048e-16,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.35825978914378803,7.387365441776427e-13,True
IFNγ.P,Taiwan,FLU09,2.8151073622328388e-42,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.7636326578945707,6.305840491401559e-39,True
IFNγ.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IFNγ.P,SHIVERS,PICFLU,0.030333408508956584,{},{},0.537936458983741,0.6957708606773324,1.0,False
IFNγ.P,SHIVERS,Nicaragua,2.896887471150247e-121,{},{},0.537936458983741,4.342945178152238e-11,6.489027935376553e-118,True
IFNγ.P,SHIVERS,Memphis,0.0,{},{},0.537936458983741,4.342945178152236e-11,0.0,True
IFNγ.P,SHIVERS,Hopkins,0.007036735347671947,{},"{'Female': 146, 'Male': 106}",0.537936458983741,0.35825978914378803,1.0,False
IFNγ.P,SHIVERS,FLU09,0.0040296771365877565,{},"{'Female': 194, 'Male': 114}",0.537936458983741,0.7636326578945707,1.0,False
IFNγ.P,SHIVERS,,,{},{},0.537936458983741,,,False
IFNγ.P,PICFLU,Nicaragua,7.956388760985193e-78,{},{},0.6957708606773324,4.342945178152238e-11,1.782231082460683e-74,True
IFNγ.P,PICFLU,Memphis,1.9829163091252815e-251,{},{},0.6957708606773324,4.342945178152236e-11,4.441732532440631e-248,True
IFNγ.P,PICFLU,Hopkins,4.388335668039875e-09,{},"{'Female': 146, 'Male': 106}",0.6957708606773324,0.35825978914378803,9.82987189640932e-06,True
IFNγ.P,PICFLU,FLU09,0.2576436710912387,{},"{'Female': 194, 'Male': 114}",0.6957708606773324,0.7636326578945707,1.0,False
IFNγ.P,PICFLU,,,{},{},0.6957708606773324,,,False
IFNγ.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IFNγ.P,Nicaragua,Hopkins,3.8619265697933603e-31,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.35825978914378803,8.650715516337128e-28,True
IFNγ.P,Nicaragua,FLU09,4.430928774659954e-80,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.7636326578945707,9.925280455238297e-77,True
IFNγ.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IFNγ.P,Memphis,Hopkins,2.7914025548515715e-102,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.35825978914378803,6.25274172286752e-99,True
IFNγ.P,Memphis,FLU09,7.6608434551677685e-255,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.7636326578945707,1.71602893395758e-251,True
IFNγ.P,Memphis,,,{},{},4.342945178152236e-11,,,False
IFNγ.P,Hopkins,FLU09,9.825330373967517e-13,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.35825978914378803,0.7636326578945707,2.200874003768724e-09,True
IFNγ.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.35825978914378803,,,False
IFNγ.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.7636326578945707,,,False
IL10.N,Taiwan,SHIVERS,2.6402572728844643e-29,"{'Female': 112, 'Male': 80}",{},0.6098844342458513,4.342945178152237e-11,5.9141762912612e-26,True
IL10.N,Taiwan,PICFLU,0.002833195682328221,"{'Female': 112, 'Male': 80}",{},0.6098844342458513,0.8931376429393864,1.0,False
IL10.N,Taiwan,Nicaragua,1.5032829988969853e-55,"{'Female': 112, 'Male': 80}",{},0.6098844342458513,0.0897928423164359,3.367353917529247e-52,True
IL10.N,Taiwan,Memphis,0.0055181615616255175,"{'Female': 112, 'Male': 80}",{},0.6098844342458513,0.49500803954313055,1.0,False
IL10.N,Taiwan,Hopkins,0.05143541907927065,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.6098844342458513,0.5174498111935382,1.0,False
IL10.N,Taiwan,FLU09,0.0005329490945991764,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.6098844342458513,0.7821492040677954,1.0,False
IL10.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.6098844342458513,,,False
IL10.N,SHIVERS,PICFLU,8.721850881288266e-11,{},{},4.342945178152237e-11,0.8931376429393864,1.9536945974085716e-07,True
IL10.N,SHIVERS,Nicaragua,0.0020229107431302446,{},{},4.342945178152237e-11,0.0897928423164359,1.0,False
IL10.N,SHIVERS,Memphis,8.878290058956734e-17,{},{},4.342945178152237e-11,0.49500803954313055,1.9887369732063086e-13,True
IL10.N,SHIVERS,Hopkins,4.8443609039055436e-18,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.5174498111935382,1.0851368424748418e-14,True
IL10.N,SHIVERS,FLU09,3.383656066826311e-30,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.7821492040677954,7.579389589690937e-27,True
IL10.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL10.N,PICFLU,Nicaragua,6.726192804794359e-32,{},{},0.8931376429393864,0.0897928423164359,1.5066671882739366e-28,True
IL10.N,PICFLU,Memphis,1.503962617715209e-15,{},{},0.8931376429393864,0.49500803954313055,3.368876263682068e-12,True
IL10.N,PICFLU,Hopkins,1.4140468328474336e-05,{},"{'Female': 146, 'Male': 106}",0.8931376429393864,0.5174498111935382,0.03167464905578251,True
IL10.N,PICFLU,FLU09,0.17002286563967312,{},"{'Female': 194, 'Male': 114}",0.8931376429393864,0.7821492040677954,1.0,False
IL10.N,PICFLU,,,{},{},0.8931376429393864,,,False
IL10.N,Nicaragua,Memphis,6.500699316577613e-44,{},{},0.0897928423164359,0.49500803954313055,1.4561566469133853e-40,True
IL10.N,Nicaragua,Hopkins,1.7282923233927608e-37,{},"{'Female': 146, 'Male': 106}",0.0897928423164359,0.5174498111935382,3.871374804399784e-34,True
IL10.N,Nicaragua,FLU09,5.997021713337332e-76,{},"{'Female': 194, 'Male': 114}",0.0897928423164359,0.7821492040677954,1.3433328637875624e-72,True
IL10.N,Nicaragua,,,{},{},0.0897928423164359,,,False
IL10.N,Memphis,Hopkins,0.5471544648459234,{},"{'Female': 146, 'Male': 106}",0.49500803954313055,0.5174498111935382,1.0,False
IL10.N,Memphis,FLU09,3.834188874770041e-16,{},"{'Female': 194, 'Male': 114}",0.49500803954313055,0.7821492040677954,8.588583079484891e-13,True
IL10.N,Memphis,,,{},{},0.49500803954313055,,,False
IL10.N,Hopkins,FLU09,3.9973255475629734e-08,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.5174498111935382,0.7821492040677954,8.95400922654106e-05,True
IL10.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.5174498111935382,,,False
IL10.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.7821492040677954,,,False
IL10.P,Taiwan,SHIVERS,1.1801150122342191e-33,"{'Female': 112, 'Male': 80}",{},1.39366494742156,0.5911457095326591,2.643457627404651e-30,True
IL10.P,Taiwan,PICFLU,0.19423719407604575,"{'Female': 112, 'Male': 80}",{},1.39366494742156,1.4753994282886413,1.0,False
IL10.P,Taiwan,Nicaragua,5.011985783323154e-250,"{'Female': 112, 'Male': 80}",{},1.39366494742156,4.342945178152238e-11,1.1226848154643865e-246,True
IL10.P,Taiwan,Memphis,7.207846952538484e-215,"{'Female': 112, 'Male': 80}",{},1.39366494742156,0.241805875036666,1.6145577173686206e-211,True
IL10.P,Taiwan,Hopkins,2.617054501674654e-05,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",1.39366494742156,1.1588863190433016,0.058622020837512244,False
IL10.P,Taiwan,FLU09,1.1929555635495657e-61,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",1.39366494742156,0.48743379404423354,2.672220462351027e-58,True
IL10.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},1.39366494742156,,,False
IL10.P,SHIVERS,PICFLU,5.718609182468956e-22,{},{},0.5911457095326591,1.4753994282886413,1.280968456873046e-18,True
IL10.P,SHIVERS,Nicaragua,9.288151277645352e-115,{},{},0.5911457095326591,4.342945178152238e-11,2.080545886192559e-111,True
IL10.P,SHIVERS,Memphis,3.622516261592793e-15,{},{},0.5911457095326591,0.241805875036666,8.114436425967857e-12,True
IL10.P,SHIVERS,Hopkins,1.2772893171909341e-13,{},"{'Female': 146, 'Male': 106}",0.5911457095326591,1.1588863190433016,2.861128070507692e-10,True
IL10.P,SHIVERS,FLU09,0.09529777619901557,{},"{'Female': 194, 'Male': 114}",0.5911457095326591,0.48743379404423354,1.0,False
IL10.P,SHIVERS,,,{},{},0.5911457095326591,,,False
IL10.P,PICFLU,Nicaragua,9.282229241014043e-170,{},{},1.4753994282886413,4.342945178152238e-11,2.0792193499871456e-166,True
IL10.P,PICFLU,Memphis,2.7817980384199496e-217,{},{},1.4753994282886413,0.241805875036666,6.231227606060687e-214,True
IL10.P,PICFLU,Hopkins,1.177131953373749e-06,{},"{'Female': 146, 'Male': 106}",1.4753994282886413,1.1588863190433016,0.0026367755755571974,True
IL10.P,PICFLU,FLU09,8.405469287523242e-55,{},"{'Female': 194, 'Male': 114}",1.4753994282886413,0.48743379404423354,1.8828251204052062e-51,True
IL10.P,PICFLU,,,{},{},1.4753994282886413,,,False
IL10.P,Nicaragua,Memphis,1.3950076752220212e-32,{},{},4.342945178152238e-11,0.241805875036666,3.124817192497327e-29,True
IL10.P,Nicaragua,Hopkins,4.2123718485992083e-156,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,1.1588863190433016,9.435712940862226e-153,True
IL10.P,Nicaragua,FLU09,4.807101425631901e-60,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.48743379404423354,1.0767907193415458e-56,True
IL10.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL10.P,Memphis,Hopkins,8.130719515042304e-160,{},"{'Female': 146, 'Male': 106}",0.241805875036666,1.1588863190433016,1.821281171369476e-156,True
IL10.P,Memphis,FLU09,1.6350950372416343e-19,{},"{'Female': 194, 'Male': 114}",0.241805875036666,0.48743379404423354,3.662612883421261e-16,True
IL10.P,Memphis,,,{},{},0.241805875036666,,,False
IL10.P,Hopkins,FLU09,1.0923929971825903e-35,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",1.1588863190433016,0.48743379404423354,2.4469603136890024e-32,True
IL10.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},1.1588863190433016,,,False
IL10.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.48743379404423354,,,False
IL12-P40.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
IL12-P40.N,Taiwan,PICFLU,7.547151164292703e-24,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.5795001146267955,1.6905618608015655e-20,True
IL12-P40.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
IL12-P40.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
IL12-P40.N,Taiwan,Hopkins,5.585482664641698e-16,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.2401635890836268,1.2511481168797403e-12,True
IL12-P40.N,Taiwan,FLU09,1.610943607022319e-79,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6460935545307769,3.6085136797299947e-76,True
IL12-P40.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IL12-P40.N,SHIVERS,PICFLU,4.207230312977219e-12,{},{},4.342945178152237e-11,0.5795001146267955,9.42419590106897e-09,True
IL12-P40.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
IL12-P40.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
IL12-P40.N,SHIVERS,Hopkins,3.254620439704948e-08,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.2401635890836268,7.290349784939083e-05,True
IL12-P40.N,SHIVERS,FLU09,4.6178682152011276e-42,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6460935545307769,1.0344024802050526e-38,True
IL12-P40.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL12-P40.N,PICFLU,Nicaragua,6.2961016965684955e-46,{},{},0.5795001146267955,4.342945178152238e-11,1.410326780031343e-42,True
IL12-P40.N,PICFLU,Memphis,7.54352442372563e-151,{},{},0.5795001146267955,4.342945178152236e-11,1.6897494709145413e-147,True
IL12-P40.N,PICFLU,Hopkins,8.142498365924169e-10,{},"{'Female': 146, 'Male': 106}",0.5795001146267955,0.2401635890836268,1.8239196339670139e-06,True
IL12-P40.N,PICFLU,FLU09,0.1844572976931221,{},"{'Female': 194, 'Male': 114}",0.5795001146267955,0.6460935545307769,1.0,False
IL12-P40.N,PICFLU,,,{},{},0.5795001146267955,,,False
IL12-P40.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IL12-P40.N,Nicaragua,Hopkins,1.080924498291628e-30,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.2401635890836268,2.4212708761732464e-27,True
IL12-P40.N,Nicaragua,FLU09,8.311724023884796e-145,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.6460935545307769,1.8618261813501943e-141,True
IL12-P40.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL12-P40.N,Memphis,Hopkins,8.293937848049107e-101,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.2401635890836268,1.857842077963e-97,True
IL12-P40.N,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.6460935545307769,0.0,True
IL12-P40.N,Memphis,,,{},{},4.342945178152236e-11,,,False
IL12-P40.N,Hopkins,FLU09,2.7689529881923248e-30,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.2401635890836268,0.6460935545307769,6.2024546935508074e-27,True
IL12-P40.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.2401635890836268,,,False
IL12-P40.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.6460935545307769,,,False
IL12-P40.P,Taiwan,SHIVERS,2.62785671814448e-98,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.6595000986906832,5.886399048643635e-95,True
IL12-P40.P,Taiwan,PICFLU,7.235852501966417e-101,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,1.164618509116161,1.6208309604404774e-97,True
IL12-P40.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
IL12-P40.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
IL12-P40.P,Taiwan,Hopkins,3.2906342300078363e-14,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.30564001679937275,7.371020675217553e-11,True
IL12-P40.P,Taiwan,FLU09,2.707126223541983e-26,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.5479052424030991,6.063962740734043e-23,True
IL12-P40.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IL12-P40.P,SHIVERS,PICFLU,1.9514787127425327e-14,{},{},0.6595000986906832,1.164618509116161,4.371312316543273e-11,True
IL12-P40.P,SHIVERS,Nicaragua,1.8180409602964162e-185,{},{},0.6595000986906832,4.342945178152238e-11,4.0724117510639726e-182,True
IL12-P40.P,SHIVERS,Memphis,0.0,{},{},0.6595000986906832,4.342945178152236e-11,0.0,True
