Cytokine,Cohort 1,Cohort 2,P-Value,Sex Counts Cohort 1,Sex Counts Cohort 2,Mean Cohort 1,Mean Cohort 2,P-Value Adjusted,Significant
IL12-P40.P,SHIVERS,Hopkins,1.1515210293403015e-08,{},"{'Female': 146, 'Male': 106}",0.6595000986906832,0.30564001679937275,2.5794071057222752e-05,True
IL12-P40.P,SHIVERS,FLU09,0.1329387474162355,{},"{'Female': 194, 'Male': 114}",0.6595000986906832,0.5479052424030991,1.0,False
IL12-P40.P,SHIVERS,,,{},{},0.6595000986906832,,,False
IL12-P40.P,PICFLU,Nicaragua,1.7849768700481736e-181,{},{},1.164618509116161,4.342945178152238e-11,3.998348188907909e-178,True
IL12-P40.P,PICFLU,Memphis,0.0,{},{},1.164618509116161,4.342945178152236e-11,0.0,True
IL12-P40.P,PICFLU,Hopkins,8.366139405002037e-51,{},"{'Female': 146, 'Male': 106}",1.164618509116161,0.30564001679937275,1.8740152267204563e-47,True
IL12-P40.P,PICFLU,FLU09,6.08595586833526e-26,{},"{'Female': 194, 'Male': 114}",1.164618509116161,0.5479052424030991,1.3632541145070982e-22,True
IL12-P40.P,PICFLU,,,{},{},1.164618509116161,,,False
IL12-P40.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IL12-P40.P,Nicaragua,Hopkins,3.178469524851463e-27,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.30564001679937275,7.119771735667278e-24,True
IL12-P40.P,Nicaragua,FLU09,1.6585024246126377e-50,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.5479052424030991,3.7150454311323085e-47,True
IL12-P40.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL12-P40.P,Memphis,Hopkins,2.4570188571925916e-89,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.30564001679937275,5.503722240111405e-86,True
IL12-P40.P,Memphis,FLU09,4.6008481762856776e-164,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.5479052424030991,1.0305899914879918e-160,True
IL12-P40.P,Memphis,,,{},{},4.342945178152236e-11,,,False
IL12-P40.P,Hopkins,FLU09,4.844746389740687e-06,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.30564001679937275,0.5479052424030991,0.01085223191301914,True
IL12-P40.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.30564001679937275,,,False
IL12-P40.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.5479052424030991,,,False
IL12-P70.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
IL12-P70.N,Taiwan,PICFLU,1.3791011474259881e-21,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.38757386410424455,3.0891865702342132e-18,True
IL12-P70.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
IL12-P70.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
IL12-P70.N,Taiwan,Hopkins,1.083988772726103e-16,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.12837486353909128,2.428134850906471e-13,True
IL12-P70.N,Taiwan,FLU09,1.4683829541847622e-138,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6694520578567807,3.289177817373867e-135,True
IL12-P70.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IL12-P70.N,SHIVERS,PICFLU,5.6255407517074116e-11,{},{},4.342945178152237e-11,0.38757386410424455,1.2601211283824603e-07,True
IL12-P70.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
IL12-P70.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
IL12-P70.N,SHIVERS,Hopkins,1.4639755289647537e-08,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.12837486353909128,3.2793051848810485e-05,True
IL12-P70.N,SHIVERS,FLU09,1.4647818848935592e-78,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6694520578567807,3.2811114221615725e-75,True
IL12-P70.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL12-P70.N,PICFLU,Nicaragua,1.37109475548273e-41,{},{},0.38757386410424455,4.342945178152238e-11,3.0712522522813153e-38,True
IL12-P70.N,PICFLU,Memphis,8.5055570298994325e-137,{},{},0.38757386410424455,4.342945178152236e-11,1.905244774697473e-133,True
IL12-P70.N,PICFLU,Hopkins,3.2212569829536435e-12,{},"{'Female': 146, 'Male': 106}",0.38757386410424455,0.12837486353909128,7.215615641816162e-09,True
IL12-P70.N,PICFLU,FLU09,5.376354943674754e-15,{},"{'Female': 194, 'Male': 114}",0.38757386410424455,0.6694520578567807,1.2043035073831449e-11,True
IL12-P70.N,PICFLU,,,{},{},0.38757386410424455,,,False
IL12-P70.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IL12-P70.N,Nicaragua,Hopkins,4.4041787693059787e-32,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.12837486353909128,9.865360443245392e-29,True
IL12-P70.N,Nicaragua,FLU09,8.380818359321117e-240,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.6694520578567807,1.8773033124879301e-236,True
IL12-P70.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL12-P70.N,Memphis,Hopkins,2.2013192166802985e-105,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.12837486353909128,4.930955045363869e-102,True
IL12-P70.N,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.6694520578567807,0.0,True
IL12-P70.N,Memphis,,,{},{},4.342945178152236e-11,,,False
IL12-P70.N,Hopkins,FLU09,3.4171805051614593e-102,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.12837486353909128,0.6694520578567807,7.654484331561668e-99,True
IL12-P70.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.12837486353909128,,,False
IL12-P70.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.6694520578567807,,,False
IL12-P70.P,Taiwan,SHIVERS,4.5938061360167765e-60,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.35412971489581935,1.029012574467758e-56,True
IL12-P70.P,Taiwan,PICFLU,7.704917908008698e-33,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.39002440361403745,1.7259016113939485e-29,True
IL12-P70.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
IL12-P70.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
IL12-P70.P,Taiwan,Hopkins,7.525467465417507e-11,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.21422317229893145,1.6857047122535216e-07,True
IL12-P70.P,Taiwan,FLU09,4.919033752565048e-35,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.5581273512083432,1.101863560574571e-31,True
IL12-P70.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
IL12-P70.P,SHIVERS,PICFLU,0.44609321612026864,{},{},0.35412971489581935,0.39002440361403745,1.0,False
IL12-P70.P,SHIVERS,Nicaragua,1.677483665397285e-115,{},{},0.35412971489581935,4.342945178152238e-11,3.7575634104899185e-112,True
IL12-P70.P,SHIVERS,Memphis,0.0,{},{},0.35412971489581935,4.342945178152236e-11,0.0,True
IL12-P70.P,SHIVERS,Hopkins,0.005337351365336185,{},"{'Female': 146, 'Male': 106}",0.35412971489581935,0.21422317229893145,1.0,False
IL12-P70.P,SHIVERS,FLU09,0.001411104708000961,{},"{'Female': 194, 'Male': 114}",0.35412971489581935,0.5581273512083432,1.0,False
IL12-P70.P,SHIVERS,,,{},{},0.35412971489581935,,,False
IL12-P70.P,PICFLU,Nicaragua,6.672654677679706e-63,{},{},0.39002440361403745,4.342945178152238e-11,1.4946746478002542e-59,True
IL12-P70.P,PICFLU,Memphis,6.172712080533948e-205,{},{},0.39002440361403745,4.342945178152236e-11,1.3826875060396044e-201,True
IL12-P70.P,PICFLU,Hopkins,1.1701244702272021e-05,{},"{'Female': 146, 'Male': 106}",0.39002440361403745,0.21422317229893145,0.026210788133089327,True
IL12-P70.P,PICFLU,FLU09,0.0002432397842257879,{},"{'Female': 194, 'Male': 114}",0.39002440361403745,0.5581273512083432,0.5448571166657649,False
IL12-P70.P,PICFLU,,,{},{},0.39002440361403745,,,False
IL12-P70.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
IL12-P70.P,Nicaragua,Hopkins,1.3591114811999543e-20,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.21422317229893145,3.0444097178878974e-17,True
IL12-P70.P,Nicaragua,FLU09,7.697531532245316e-67,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.5581273512083432,1.724247063222951e-63,True
IL12-P70.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL12-P70.P,Memphis,Hopkins,3.414035550890998e-67,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.21422317229893145,7.647439633995836e-64,True
IL12-P70.P,Memphis,FLU09,9.472978431220862e-215,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.5581273512083432,2.121947168593473e-211,True
IL12-P70.P,Memphis,,,{},{},4.342945178152236e-11,,,False
IL12-P70.P,Hopkins,FLU09,4.420845834601913e-14,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.21422317229893145,0.5581273512083432,9.902694669508284e-11,True
IL12-P70.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.21422317229893145,,,False
IL12-P70.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.5581273512083432,,,False
IL13.N,Taiwan,SHIVERS,1.3381970731576484e-102,"{'Female': 112, 'Male': 80}",{},0.29095693445599136,4.342945178152237e-11,2.997561443873132e-99,True
IL13.N,Taiwan,PICFLU,0.5250688871848086,"{'Female': 112, 'Male': 80}",{},0.29095693445599136,0.26922696734309925,1.0,False
IL13.N,Taiwan,Nicaragua,6.765663336648274e-20,"{'Female': 112, 'Male': 80}",{},0.29095693445599136,0.10064494273078975,1.5155085874092133e-16,True
IL13.N,Taiwan,Memphis,0.13922564018724995,"{'Female': 112, 'Male': 80}",{},0.29095693445599136,0.3189329340071318,1.0,False
IL13.N,Taiwan,Hopkins,0.0005368222904753574,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.29095693445599136,0.25252483548284643,1.0,False
IL13.N,Taiwan,FLU09,1.4469016611233077e-44,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.29095693445599136,0.58269281765235,3.241059720916209e-41,True
IL13.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.29095693445599136,,,False
IL13.N,SHIVERS,PICFLU,1.601667579863671e-07,{},{},4.342945178152237e-11,0.26922696734309925,0.0003587735378894623,True
IL13.N,SHIVERS,Nicaragua,0.0006427734382573069,{},{},4.342945178152237e-11,0.10064494273078975,1.0,False
IL13.N,SHIVERS,Memphis,4.972701584372249e-29,{},{},4.342945178152237e-11,0.3189329340071318,1.1138851548993836e-25,True
IL13.N,SHIVERS,Hopkins,3.508437620518608e-48,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.25252483548284643,7.858900269961682e-45,True
IL13.N,SHIVERS,FLU09,3.5844448886882763e-68,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.58269281765235,8.029156550661738e-65,True
IL13.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL13.N,PICFLU,Nicaragua,2.22900982667705e-08,{},{},0.26922696734309925,0.10064494273078975,4.992982011756592e-05,True
IL13.N,PICFLU,Memphis,0.020754956101252796,{},{},0.26922696734309925,0.3189329340071318,1.0,False
IL13.N,PICFLU,Hopkins,0.5885104010005127,{},"{'Female': 146, 'Male': 106}",0.26922696734309925,0.25252483548284643,1.0,False
IL13.N,PICFLU,FLU09,2.295260875242862e-21,{},"{'Female': 194, 'Male': 114}",0.26922696734309925,0.58269281765235,5.1413843605440114e-18,True
IL13.N,PICFLU,,,{},{},0.26922696734309925,,,False
IL13.N,Nicaragua,Memphis,6.869284729329357e-46,{},{},0.10064494273078975,0.3189329340071318,1.5387197793697758e-42,True
IL13.N,Nicaragua,Hopkins,1.2453586630977675e-15,{},"{'Female': 146, 'Male': 106}",0.10064494273078975,0.25252483548284643,2.789603405338999e-12,True
IL13.N,Nicaragua,FLU09,1.190501666669023e-93,{},"{'Female': 194, 'Male': 114}",0.10064494273078975,0.58269281765235,2.6667237333386115e-90,True
IL13.N,Nicaragua,,,{},{},0.10064494273078975,,,False
IL13.N,Memphis,Hopkins,8.059729278527222e-05,{},"{'Female': 146, 'Male': 106}",0.3189329340071318,0.25252483548284643,0.1805379358390098,False
IL13.N,Memphis,FLU09,5.606948336408401e-55,{},"{'Female': 194, 'Male': 114}",0.3189329340071318,0.58269281765235,1.2559564273554819e-51,True
IL13.N,Memphis,,,{},{},0.3189329340071318,,,False
IL13.N,Hopkins,FLU09,1.645002923001077e-60,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.25252483548284643,0.58269281765235,3.6848065475224127e-57,True
IL13.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.25252483548284643,,,False
IL13.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.58269281765235,,,False
IL13.P,Taiwan,SHIVERS,4.783280053933151e-22,"{'Female': 112, 'Male': 80}",{},0.6751884404586544,1.7356974714188618,1.0714547320810257e-18,True
IL13.P,Taiwan,PICFLU,3.900305177372626e-05,"{'Female': 112, 'Male': 80}",{},0.6751884404586544,0.481329503069117,0.08736683597314683,False
IL13.P,Taiwan,Nicaragua,8.975205242688688e-99,"{'Female': 112, 'Male': 80}",{},0.6751884404586544,4.342945178152238e-11,2.0104459743622663e-95,True
IL13.P,Taiwan,Memphis,8.388238830094599e-45,"{'Female': 112, 'Male': 80}",{},0.6751884404586544,0.19394940212794887,1.8789654979411902e-41,True
IL13.P,Taiwan,Hopkins,0.07093375608447285,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.6751884404586544,0.5792751659284947,1.0,False
IL13.P,Taiwan,FLU09,8.500853704252398e-07,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.6751884404586544,0.42466348303312634,0.001904191229752537,True
IL13.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.6751884404586544,,,False
IL13.P,SHIVERS,PICFLU,1.914873274744964e-34,{},{},1.7356974714188618,0.481329503069117,4.289316135428719e-31,True
IL13.P,SHIVERS,Nicaragua,1.7631131741513496e-112,{},{},1.7356974714188618,4.342945178152238e-11,3.949373510099023e-109,True
IL13.P,SHIVERS,Memphis,3.883056087486538e-142,{},{},1.7356974714188618,0.19394940212794887,8.698045635969844e-139,True
IL13.P,SHIVERS,Hopkins,2.7940299030183594e-28,{},"{'Female': 146, 'Male': 106}",1.7356974714188618,0.5792751659284947,6.258626982761125e-25,True
IL13.P,SHIVERS,FLU09,2.7741204320395057e-39,{},"{'Female': 194, 'Male': 114}",1.7356974714188618,0.42466348303312634,6.214029767768493e-36,True
IL13.P,SHIVERS,,,{},{},1.7356974714188618,,,False
IL13.P,PICFLU,Nicaragua,1.6403934469817147e-83,{},{},0.481329503069117,4.342945178152238e-11,3.674481321239041e-80,True
IL13.P,PICFLU,Memphis,7.914441202379354e-21,{},{},0.481329503069117,0.19394940212794887,1.7728348293329752e-17,True
IL13.P,PICFLU,Hopkins,0.03760265698833943,{},"{'Female': 146, 'Male': 106}",0.481329503069117,0.5792751659284947,1.0,False
IL13.P,PICFLU,FLU09,0.20602538533318693,{},"{'Female': 194, 'Male': 114}",0.481329503069117,0.42466348303312634,1.0,False
IL13.P,PICFLU,,,{},{},0.481329503069117,,,False
IL13.P,Nicaragua,Memphis,5.1793812361493393e-20,{},{},4.342945178152238e-11,0.19394940212794887,1.160181396897452e-16,True
IL13.P,Nicaragua,Hopkins,1.8694909329117208e-70,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.5792751659284947,4.187659689722255e-67,True
IL13.P,Nicaragua,FLU09,4.629940724281492e-45,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.42466348303312634,1.0371067222390543e-41,True
IL13.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL13.P,Memphis,Hopkins,3.9206276410859437e-35,{},"{'Female': 146, 'Male': 106}",0.19394940212794887,0.5792751659284947,8.782205916032514e-32,True
IL13.P,Memphis,FLU09,4.159667609222169e-16,{},"{'Female': 194, 'Male': 114}",0.19394940212794887,0.42466348303312634,9.317655444657657e-13,True
IL13.P,Memphis,,,{},{},0.19394940212794887,,,False
IL13.P,Hopkins,FLU09,0.0013974565161217196,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.5792751659284947,0.42466348303312634,1.0,False
IL13.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.5792751659284947,,,False
IL13.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.42466348303312634,,,False
IL15.N,Taiwan,SHIVERS,1.5273096438113897e-93,"{'Female': 112, 'Male': 80}",{},0.33108858339957187,4.342945178152237e-11,3.421173602137513e-90,True
IL15.N,Taiwan,PICFLU,0.46119382108811724,"{'Female': 112, 'Male': 80}",{},0.33108858339957187,0.3583948932956864,1.0,False
IL15.N,Taiwan,Nicaragua,3.3576658810939938e-37,"{'Female': 112, 'Male': 80}",{},0.33108858339957187,0.08293571974543691,7.521171573650546e-34,True
IL15.N,Taiwan,Memphis,0.5683263387840201,"{'Female': 112, 'Male': 80}",{},0.33108858339957187,0.31980160078782616,1.0,False
IL15.N,Taiwan,Hopkins,0.262605953210188,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.33108858339957187,0.31331386816551127,1.0,False
IL15.N,Taiwan,FLU09,0.0062015849486250045,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.33108858339957187,0.3854122566507273,1.0,False
IL15.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.33108858339957187,,,False
IL15.N,SHIVERS,PICFLU,1.6417251801090512e-10,{},{},4.342945178152237e-11,0.3583948932956864,3.6774644034442747e-07,True
IL15.N,SHIVERS,Nicaragua,0.001485961396753658,{},{},4.342945178152237e-11,0.08293571974543691,1.0,False
IL15.N,SHIVERS,Memphis,5.0410132189405436e-27,{},{},4.342945178152237e-11,0.31980160078782616,1.1291869610426818e-23,True
IL15.N,SHIVERS,Hopkins,4.013912078074705e-37,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.31331386816551127,8.991163054887338e-34,True
IL15.N,SHIVERS,FLU09,4.2477752503060367e-35,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.3854122566507273,9.515016560685522e-32,True
IL15.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL15.N,PICFLU,Nicaragua,7.006552380794083e-19,{},{},0.3583948932956864,0.08293571974543691,1.5694677332978747e-15,True
IL15.N,PICFLU,Memphis,0.08880171214137782,{},{},0.3583948932956864,0.31980160078782616,1.0,False
IL15.N,PICFLU,Hopkins,0.19295677058272126,{},"{'Female': 146, 'Male': 106}",0.3583948932956864,0.31331386816551127,1.0,False
IL15.N,PICFLU,FLU09,0.42370518874660534,{},"{'Female': 194, 'Male': 114}",0.3583948932956864,0.3854122566507273,1.0,False
IL15.N,PICFLU,,,{},{},0.3583948932956864,,,False
IL15.N,Nicaragua,Memphis,1.913320609831886e-52,{},{},0.08293571974543691,0.31980160078782616,4.285838166023424e-49,True
IL15.N,Nicaragua,Hopkins,1.086767955109543e-32,{},"{'Female': 146, 'Male': 106}",0.08293571974543691,0.31331386816551127,2.434360219445376e-29,True
IL15.N,Nicaragua,FLU09,8.91691281459944e-49,{},"{'Female': 194, 'Male': 114}",0.08293571974543691,0.3854122566507273,1.9973884704702746e-45,True
IL15.N,Nicaragua,,,{},{},0.08293571974543691,,,False
IL15.N,Memphis,Hopkins,0.7176412202501175,{},"{'Female': 146, 'Male': 106}",0.31980160078782616,0.31331386816551127,1.0,False
IL15.N,Memphis,FLU09,0.0001158157921740547,{},"{'Female': 194, 'Male': 114}",0.31980160078782616,0.3854122566507273,0.2594273744698825,False
IL15.N,Memphis,,,{},{},0.31980160078782616,,,False
IL15.N,Hopkins,FLU09,0.0003790716170441227,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.31331386816551127,0.3854122566507273,0.8491204221788349,False
IL15.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.31331386816551127,,,False
IL15.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.3854122566507273,,,False
IL15.P,Taiwan,SHIVERS,1.1926608729936078e-20,"{'Female': 112, 'Male': 80}",{},0.7974765369359543,0.3996281152462389,2.6715603555056815e-17,True
IL15.P,Taiwan,PICFLU,2.3777431605341094e-25,"{'Female': 112, 'Male': 80}",{},0.7974765369359543,0.3960651121140498,5.326144679596405e-22,True
IL15.P,Taiwan,Nicaragua,2.00267868511858e-220,"{'Female': 112, 'Male': 80}",{},0.7974765369359543,4.342945178152238e-11,4.486000254665619e-217,True
IL15.P,Taiwan,Memphis,9.149901951648181e-145,"{'Female': 112, 'Male': 80}",{},0.7974765369359543,0.1555924067892536,2.0495780371691927e-141,True
IL15.P,Taiwan,Hopkins,0.938804551696727,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.7974765369359543,0.7944959193689674,1.0,False
IL15.P,Taiwan,FLU09,3.7141029476280128e-28,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.7974765369359543,0.3619756665439872,8.319590602686749e-25,True
IL15.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.7974765369359543,,,False
IL15.P,SHIVERS,PICFLU,0.9408704015979157,{},{},0.3996281152462389,0.3960651121140498,1.0,False
IL15.P,SHIVERS,Nicaragua,5.603251011355183e-100,{},{},0.3996281152462389,4.342945178152238e-11,1.255128226543561e-96,True
IL15.P,SHIVERS,Memphis,5.349460465637354e-14,{},{},0.3996281152462389,0.1555924067892536,1.1982791443027672e-10,True
IL15.P,SHIVERS,Hopkins,9.348793536108003e-13,{},"{'Female': 146, 'Male': 106}",0.3996281152462389,0.7944959193689674,2.0941297520881926e-09,True
IL15.P,SHIVERS,FLU09,0.4646677286453442,{},"{'Female': 194, 'Male': 114}",0.3996281152462389,0.3619756665439872,1.0,False
IL15.P,SHIVERS,,,{},{},0.3996281152462389,,,False
IL15.P,PICFLU,Nicaragua,6.7216366351916e-66,{},{},0.3960651121140498,4.342945178152238e-11,1.5056466062829184e-62,True
IL15.P,PICFLU,Memphis,4.06256197191851e-26,{},{},0.3960651121140498,0.1555924067892536,9.100138817097462e-23,True
IL15.P,PICFLU,Hopkins,6.388266307765908e-21,{},"{'Female': 146, 'Male': 106}",0.3960651121140498,0.7944959193689674,1.4309716529395634e-17,True
